date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,19.74,19.55,18.82,18.4,18.24,5,+++
2017-10-16,20.14,19.15,18.8,18.4,18.23,5,+++
2017-10-17,20.31,19.55,18.77,18.4,18.21,5,+++
