date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,7.92,8.9,7.07,8.0,7.95,2,--
2017-10-16,7.92,8.9,6.99,8.0,7.95,2,--
2017-10-17,7.86,8.9,6.92,8.0,7.94,2,--
