date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,31.58,40.48,32.53,24.5,32.38,2,--
2017-10-16,31.92,40.48,32.41,24.5,32.57,2,--
2017-10-17,32.01,34.2,32.28,24.5,32.75,2,--
