date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,13.74,15.9,16.94,13.25,14.06,2,--
2017-10-16,12.37,14.31,17.01,13.25,14.15,1,---
2017-10-17,12.0,14.91,14.22,13.25,14.23,1,---
