date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,0.19,1.12,1.367,1.872,1.877,1.76
2017-10-16,-5.96,2.98,2.02,2.038,1.898,1.84
2017-10-13,1.88,3.08,1.753,2.138,1.751,1.738
2017-10-12,0.09,2.18,1.377,1.87,1.568,1.655
2017-10-11,-2.1,1.95,1.81,1.628,1.527,1.619
2017-10-10,2.24,3.48,1.74,1.492,1.509,1.637
2017-10-09,2.48,1.74,0.903,1.062,1.393,1.569
2017-09-29,1.3,0.97,0.747,1.016,1.364,1.8
2017-09-28,-1.01,1.27,0.867,1.072,1.451,1.893
2017-09-27,1.97,1.33,0.947,1.172,1.488,2.001
2017-09-26,-1.39,1.51,0.92,1.26,1.576,2.319
2017-09-25,-1.9,1.25,1.007,1.422,1.672,2.599
2017-09-22,-1.34,1.77,1.18,1.462,2.067,2.853
2017-09-21,-1.84,1.77,1.363,1.476,2.126,3.139
2017-09-20,2.8,2.32,1.257,1.45,2.238,3.277
2017-09-19,-1.51,1.45,1.097,1.428,2.616,3.252
2017-09-18,2.09,1.84,1.16,1.632,3.042,3.313
2017-09-15,-0.45,1.64,1.283,2.304,3.365,3.401
2017-09-14,-2.04,2.21,1.56,2.448,3.806,3.647
2017-09-13,-1.57,2.47,2.557,2.584,3.969,3.681
2017-09-12,1.59,5.2,2.52,3.31,3.917,3.626
2017-09-11,-0.18,2.36,1.75,3.412,3.633,3.447
2017-09-08,-0.09,2.89,2.997,3.954,3.713,3.442
2017-09-07,-1.99,6.1,3.937,4.586,3.958,3.409
2017-09-06,1.49,5.71,3.593,4.134,3.619,3.196
2017-09-05,2.06,5.07,3.707,3.382,3.213,3.207
2017-09-04,1.64,6.05,3.297,2.84,2.957,3.218
2017-09-01,2.33,3.84,1.93,2.262,2.581,3.111
2017-08-31,0.47,1.95,1.437,2.562,2.436,3.299
2017-08-30,-0.93,2.36,1.84,2.714,2.532,3.261
2017-08-29,0.37,3.16,2.833,2.572,2.883,3.201
2017-08-28,2.48,5.34,2.683,2.442,3.091,3.052
2017-08-25,3.15,2.71,1.453,1.832,3.002,2.793
