date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-0.24,0.7,0.763,0.898,1.157,1.35
2017-10-16,-2.01,1.59,0.89,0.992,1.18,1.448
2017-10-13,-0.82,1.08,0.733,0.97,1.172,1.48
2017-10-12,0.23,1.12,0.763,1.088,1.207,1.681
2017-10-11,0.12,1.17,0.883,1.088,1.336,1.797
2017-10-10,0.95,1.48,1.05,1.182,1.459,1.841
2017-10-09,2.18,1.67,0.93,1.072,1.528,1.993
2017-09-29,0.0,1.12,0.92,1.04,1.568,1.964
2017-09-28,-1.32,1.64,0.857,1.102,1.865,1.975
2017-09-27,0.12,0.93,0.813,1.256,1.987,1.946
2017-09-26,-1.88,1.51,0.98,1.55,2.077,2.005
2017-09-25,-0.47,1.43,1.28,1.682,2.303,1.987
2017-09-22,1.55,2.41,1.603,1.81,2.283,1.993
2017-09-21,-3.11,2.4,1.523,2.146,2.171,2.034
2017-09-20,0.35,2.17,1.413,2.238,2.051,1.944
2017-09-19,-0.46,2.07,2.053,2.17,2.015,1.91
2017-09-18,3.08,4.09,2.317,2.51,1.933,1.879
2017-09-15,0.96,2.86,1.563,1.938,1.675,1.732
2017-09-14,-0.36,1.83,1.867,1.624,1.692,1.653
2017-09-13,3.08,3.77,1.667,1.498,1.614,1.603
2017-09-12,-0.24,1.23,0.84,1.106,1.403,1.427
2017-09-11,1.88,1.29,0.83,1.11,1.441,1.409
2017-09-08,-0.37,1.2,1.003,1.154,1.5,1.436
2017-09-07,-1.35,1.81,1.02,1.52,1.548,1.551
2017-09-06,0.25,1.25,0.92,1.368,1.474,1.491
2017-09-05,-0.85,1.51,1.513,1.45,1.463,1.469
2017-09-04,2.89,3.03,1.36,1.47,1.408,1.435
2017-09-01,-0.5,1.05,0.903,1.24,1.274,1.275
2017-08-31,0.63,1.66,1.09,1.366,1.461,1.282
2017-08-30,-0.75,1.61,1.163,1.248,1.387,1.275
2017-08-29,0.88,1.88,1.187,1.154,1.318,1.273
2017-08-28,0.76,1.68,0.917,0.97,1.229,1.297
2017-08-25,1.42,1.07,0.737,0.972,1.124,1.291
2017-08-24,-1.4,1.14,0.7,1.342,1.133,1.324
2017-08-23,0.38,0.96,0.883,1.298,1.175,1.473
2017-08-22,-1.75,1.69,1.537,1.29,1.236,1.557
2017-08-21,3.5,2.92,1.28,1.15,1.291,1.614
2017-08-18,-0.52,0.92,0.613,0.692,1.159,1.606
2017-08-17,1.17,0.92,0.637,0.74,1.223,1.68
2017-08-16,-1.16,0.99,0.54,0.868,1.468,1.691
2017-08-15,0.0,0.63,0.597,0.984,1.592,1.749
2017-08-14,3.05,1.16,0.907,1.306,1.783,1.843
2017-08-11,-2.33,1.56,1.043,1.394,1.947,1.995
2017-08-10,-0.64,1.57,1.27,1.394,1.994,2.065
2017-08-09,-2.39,2.24,1.28,1.754,1.945,2.219
2017-08-08,-0.62,1.6,1.053,1.752,1.908,2.163
2017-08-07,0.38,1.56,1.643,1.94,1.952,2.151
2017-08-04,1.27,3.37,1.867,2.188,2.139,2.12
2017-08-03,0.38,2.23,1.59,1.92,2.063,2.115
2017-08-02,0.0,2.54,1.78,1.69,2.228,2.134
2017-08-01,1.69,2.8,1.61,1.556,2.114,2.095
2017-07-31,0.65,2.03,1.037,1.404,1.976,2.074
2017-07-28,-1.03,1.08,0.983,1.684,1.883,2.051
2017-07-27,0.52,1.87,1.303,1.99,2.105,2.127
2017-07-26,-0.39,2.04,1.823,2.392,2.169,2.129
2017-07-25,0.91,3.43,2.013,2.264,2.16,2.126
2017-07-24,2.96,2.61,2.163,1.862,2.066,2.068
2017-07-21,2.34,3.88,1.76,1.56,1.974,2.071
2017-07-20,0.0,1.4,0.94,1.444,1.807,2.128
2017-07-19,1.82,1.42,0.84,1.666,1.857,2.274
2017-07-18,1.28,1.1,1.467,1.772,1.915,2.301
2017-07-17,-7.84,3.3,1.937,2.05,2.061,2.308
2017-07-14,1.06,2.51,1.487,1.728,1.996,2.215
2017-07-13,2.16,1.95,1.48,1.668,2.219,2.231
2017-07-12,-2.5,2.49,1.393,1.658,2.383,2.231
2017-07-11,-0.39,1.69,1.3,1.56,2.316,2.215
2017-07-10,-1.29,2.21,1.37,1.734,2.268,2.395
2017-07-07,-0.77,1.9,1.3,1.822,2.238,2.343
2017-07-06,-1.02,2.0,1.52,2.39,2.323,2.266
2017-07-05,0.77,2.56,1.737,2.708,2.318,2.186
2017-07-04,-1.14,2.65,2.463,2.56,2.287,2.108
2017-07-03,2.73,4.74,2.777,2.272,2.46,2.019
2017-06-30,0.79,3.59,1.803,1.706,2.129,1.785
2017-06-29,2.14,1.82,1.01,1.538,1.845,1.731
2017-06-28,-1.71,1.21,1.04,1.564,1.743,1.669
2017-06-27,-1.04,1.91,1.553,1.772,1.761,1.719
2017-06-26,3.37,2.75,1.567,2.266,1.701,1.741
2017-06-23,0.0,1.95,1.4,2.002,1.55,1.705
2017-06-22,-1.72,2.25,2.21,1.762,1.633,1.737
2017-06-21,3.56,4.38,1.937,1.472,1.496,1.706
2017-06-20,0.69,1.43,0.727,0.874,1.254,1.534
2017-06-19,0.42,0.75,0.517,0.85,1.336,1.569
2017-06-16,-0.69,0.8,0.73,0.948,1.481,1.603
2017-06-15,0.97,1.39,0.9,1.344,1.645,1.639
