date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-3.11,2.14,2.197,2.738,2.854,3.073
2017-10-16,-1.67,4.45,2.423,3.108,2.922,3.267
2017-10-13,1.22,2.82,2.367,2.756,2.844,3.145
2017-10-12,-2.02,4.28,2.757,2.698,2.91,3.217
2017-10-11,-2.51,3.99,2.227,2.414,2.901,3.38
2017-10-10,-3.04,2.69,1.74,2.172,2.842,3.379
2017-10-09,1.23,2.53,1.797,2.198,3.077,3.476
2017-09-29,0.18,2.86,1.88,2.426,3.086,3.781
2017-09-28,-3.32,2.78,1.867,2.55,3.191,4.053
2017-09-27,1.65,2.82,2.163,2.832,3.585,4.102
2017-09-26,-0.43,3.67,2.383,2.948,3.701,4.116
2017-09-25,-7.64,3.48,2.557,3.222,3.748,4.082
2017-09-22,-4.92,4.19,2.53,3.05,4.111,4.099
2017-09-21,-5.91,3.4,2.813,2.994,4.386,4.135
2017-09-20,7.75,5.04,2.553,3.658,4.397,4.311
2017-09-19,1.17,2.62,2.177,3.446,4.196,4.339
2017-09-18,-2.57,3.91,3.543,3.75,4.25,4.625
2017-09-15,-10.01,6.72,3.567,4.39,4.232,4.663
2017-09-14,0.89,3.98,2.707,4.434,4.034,4.598
2017-09-13,0.62,4.14,3.75,4.34,4.24,4.753
2017-09-12,3.43,7.11,4.683,4.118,4.372,4.825
2017-09-11,6.15,6.94,3.483,3.328,4.352,4.728
2017-09-08,-1.27,3.51,2.18,2.686,4.106,4.555
2017-09-07,-2.13,3.03,2.063,2.932,4.329,4.724
2017-09-06,-1.73,3.16,2.297,3.534,4.656,4.891
2017-09-05,0.22,3.73,2.823,3.994,4.863,5.089
2017-09-04,-2.88,4.74,3.593,4.63,5.055,5.357
2017-09-01,4.09,6.04,3.833,4.578,5.016,5.445
2017-08-31,0.37,5.46,4.123,4.518,5.016,5.454
2017-08-30,5.57,6.91,3.797,4.686,5.024,5.666
2017-08-29,-0.84,4.48,3.407,4.35,4.945,5.669
2017-08-28,3.66,5.74,4.013,4.584,5.273,5.999
2017-08-25,2.95,6.3,3.843,4.306,5.304,6.297
2017-08-24,-2.24,5.23,3.627,4.254,5.292,6.434
2017-08-23,-6.44,5.65,3.333,4.316,5.633,6.651
2017-08-22,-2.69,4.35,3.463,4.41,5.763,6.789
2017-08-21,3.78,6.04,3.86,5.092,6.271,7.187
2017-08-18,-4.75,5.54,3.887,5.094,6.689,7.321
2017-08-17,1.46,6.12,4.627,5.222,6.97,7.581
2017-08-16,1.86,7.76,4.603,5.726,7.207,7.464
2017-08-15,1.59,6.05,4.077,5.564,7.202,7.401
2017-08-14,3.36,6.18,4.94,6.24,7.63,7.475
2017-08-11,-9.99,8.64,5.197,7.048,7.816,7.454
2017-08-10,-3.79,6.95,5.46,6.99,7.897,7.301
2017-08-09,2.71,9.43,6.55,7.298,7.638,7.209
2017-08-08,5.96,10.22,6.19,6.954,7.377,7.103
2017-08-07,9.96,8.35,5.613,6.976,7.071,7.079
2017-08-04,6.83,8.49,5.4,6.914,6.822,6.927
2017-08-03,-1.7,7.71,6.013,7.106,6.608,6.779
2017-08-02,2.26,10.33,6.123,6.436,6.394,6.492
2017-08-01,-0.17,8.04,5.83,5.734,6.145,6.175
2017-07-31,10.03,9.45,4.603,5.558,6.327,5.892
2017-07-28,2.95,4.36,3.727,4.84,5.988,5.539
2017-07-27,-6.95,6.82,4.66,5.238,6.18,5.541
2017-07-26,3.5,7.16,4.34,4.988,5.838,5.319
2017-07-25,1.73,5.86,4.07,5.124,5.679,5.004
2017-07-24,-3.35,6.35,3.973,5.924,5.473,4.775
2017-07-21,-0.92,5.57,4.47,5.866,5.253,4.457
2017-07-20,-1.0,7.84,5.9,6.008,5.135,4.207
2017-07-19,10.05,9.86,5.307,5.12,4.701,3.751
2017-07-18,4.96,6.06,4.113,4.262,3.958,3.201
2017-07-17,7.36,6.28,3.227,3.81,3.594,2.873
2017-07-14,-0.79,3.4,2.99,3.384,3.125,2.501
2017-07-13,4.83,5.57,3.123,3.582,2.966,2.32
2017-07-12,-1.28,3.8,2.65,3.168,2.509,1.999
2017-07-11,1.18,4.15,2.847,2.894,2.291,1.795
2017-07-10,1.8,4.39,2.63,2.548,1.989,1.586
2017-07-07,4.51,3.5,1.977,1.988,1.621,1.409
2017-07-06,1.52,2.43,1.617,1.65,1.339,1.241
2017-07-05,4.65,2.42,1.337,1.364,1.171,1.109
2017-07-04,-1.18,1.59,1.133,1.204,1.003,0.981
2017-07-03,4.39,1.81,0.937,1.112,0.946,0.92
2017-06-30,-1.75,1.0,0.873,0.892,0.939,0.902
2017-06-29,3.34,1.62,0.917,0.828,0.937,0.865
2017-06-28,1.99,1.13,0.613,0.654,0.819,0.786
2017-06-27,-0.7,0.71,0.463,0.576,0.756,0.739
2017-06-26,0.28,0.68,0.477,0.638,0.753,0.734
2017-06-23,0.28,0.75,0.497,0.85,0.839,0.715
2017-06-22,-2.21,0.74,0.587,0.896,0.809,0.687
2017-06-21,0.28,1.02,0.92,0.836,0.778,0.667
2017-06-20,4.34,1.74,0.907,0.732,0.718,0.641
2017-06-19,2.98,0.98,0.473,0.52,0.608,0.557
2017-06-16,-1.47,0.44,0.313,0.632,0.55,0.527
2017-06-15,0.89,0.5,0.393,0.634,0.539,0.538
2017-06-14,-0.15,0.68,0.74,0.62,0.532,0.543
2017-06-13,4.97,1.54,0.663,0.568,0.528,0.56
2017-06-12,-0.15,0.45,0.293,0.388,0.421,0.519
2017-06-09,-0.15,0.43,0.283,0.378,0.429,0.515
2017-06-08,-1.22,0.42,0.353,0.358,0.447,0.525
2017-06-07,2.83,0.64,0.347,0.36,0.462,0.577
2017-06-06,0.32,0.4,0.243,0.36,0.492,0.585
2017-06-05,0.95,0.33,0.253,0.374,0.545,0.593
2017-06-02,2.45,0.43,0.357,0.414,0.551,0.616
2017-06-01,-2.85,0.64,0.37,0.45,0.566,0.645
2017-05-31,-0.32,0.47,0.333,0.436,0.621,0.667
2017-05-26,0.16,0.53,0.38,0.53,0.651,0.677
2017-05-25,1.94,0.61,0.393,0.61,0.65,0.709
2017-05-24,0.16,0.57,0.503,0.566,0.656,0.721
2017-05-23,-2.06,0.94,0.623,0.568,0.685,0.801
2017-05-22,0.48,0.93,0.44,0.618,0.689,0.826
2017-05-19,1.29,0.39,0.323,0.586,0.657,0.814
2017-05-18,-2.51,0.58,0.59,0.612,0.72,0.855
2017-05-17,1.59,1.19,0.653,0.63,0.74,0.864
