date,p_change,TOR,TOR_3,TOR_5,TOR_10,TOR_15
2017-10-17,-0.13,2.02,2.067,2.26,1.77,1.647
2017-10-16,1.09,4.18,2.52,2.15,1.703,1.646
2017-10-13,8.75,3.38,1.7,1.496,1.373,1.487
2017-10-12,-3.09,1.72,1.063,1.146,1.162,1.362
2017-10-11,-2.73,1.47,0.793,1.046,1.179,1.425
2017-10-10,-0.27,0.91,0.847,0.986,1.194,1.547
2017-10-09,2.62,1.63,0.95,1.074,1.303,1.587
2017-09-29,1.82,1.22,0.797,0.924,1.319,1.596
2017-09-28,-0.7,1.17,0.84,0.934,1.348,1.606
2017-09-27,2.81,1.35,0.743,1.078,1.498,1.665
2017-09-26,0.1,0.88,0.717,1.132,1.693,1.769
2017-09-25,0.29,1.27,1.053,1.356,1.756,1.831
2017-09-22,-2.75,1.89,1.17,1.46,1.805,1.942
2017-09-21,-2.76,1.62,1.207,1.384,1.753,2.092
2017-09-20,-1.6,2.0,1.263,1.594,1.796,2.156
2017-09-19,0.67,1.79,1.1,1.854,1.888,2.096
2017-09-18,0.23,1.51,1.393,1.798,1.889,2.041
2017-09-15,0.14,2.67,1.99,1.848,2.032,2.079
2017-09-14,3.11,3.3,1.603,1.588,2.179,2.062
2017-09-13,1.6,1.51,1.09,1.338,2.107,1.971
2017-09-12,0.43,1.76,1.043,1.62,2.066,2.109
2017-09-11,0.71,1.37,1.14,1.628,1.987,2.289
2017-09-08,-1.13,2.05,1.657,1.942,2.057,2.341
2017-09-07,1.82,2.92,1.573,2.36,2.094,2.303
2017-09-06,-1.33,1.8,1.58,2.292,1.996,2.184
2017-09-05,-0.42,2.94,2.36,2.152,2.174,2.115
2017-09-04,5.79,4.14,2.24,1.758,2.326,1.982
2017-09-01,2.77,2.58,1.227,1.344,2.126,1.779
2017-08-31,0.46,1.1,0.69,1.312,2.017,1.711
2017-08-30,0.99,0.97,1.013,1.48,2.02,1.69
2017-08-29,-3.08,2.07,1.497,2.002,2.0,1.709
2017-08-28,0.97,2.42,1.453,2.48,1.887,1.691
2017-08-25,0.61,1.94,1.84,2.424,1.754,1.576
2017-08-24,-1.17,3.58,2.68,2.334,1.717,1.497
2017-08-23,3.95,4.46,2.2,1.844,1.437,1.304
2017-08-22,1.12,2.14,1.21,1.106,1.116,1.066
2017-08-21,2.4,1.49,0.873,0.866,1.083,0.986
2017-08-18,0.06,1.13,0.633,0.786,1.003,0.957
2017-08-17,0.16,0.77,0.57,0.874,0.965,0.927
2017-08-16,0.0,0.94,0.677,0.876,0.957,0.919
2017-08-15,0.11,1.09,0.887,0.938,0.952,0.919
2017-08-14,3.69,1.57,0.783,1.082,0.937,0.897
2017-08-11,-0.56,0.78,0.677,0.906,0.885,0.827
2017-08-10,-1.88,1.25,1.02,0.9,0.876,0.829
2017-08-09,2.9,1.81,0.833,0.788,0.816,0.799
2017-08-08,0.63,0.69,0.48,0.604,0.729,0.737
2017-08-07,1.22,0.75,0.48,0.654,0.736,0.769
2017-08-04,-0.86,0.69,0.527,0.714,0.713,0.802
2017-08-03,0.58,0.89,0.61,0.714,0.724,0.915
2017-08-02,-0.63,0.94,0.663,0.666,0.716,0.909
2017-08-01,1.04,1.05,0.58,0.666,0.709,0.921
2017-07-31,0.06,0.69,0.447,0.608,0.722,0.936
2017-07-28,-0.17,0.65,0.53,0.574,0.777,0.949
2017-07-27,2.07,0.94,0.567,0.604,0.951,0.956
2017-07-26,-1.28,0.76,0.427,0.578,0.937,0.965
2017-07-25,-0.7,0.52,0.44,0.6,0.972,1.009
2017-07-24,1.35,0.8,0.537,0.732,1.048,1.039
2017-07-21,0.06,0.81,0.56,0.82,1.056,1.055
2017-07-20,0.35,0.87,0.683,1.136,1.051,1.119
2017-07-19,0.77,1.18,0.807,1.122,1.072,1.105
2017-07-18,0.54,1.24,1.21,1.108,1.095,1.082
2017-07-17,-9.08,2.39,1.063,1.116,1.069,1.059
2017-07-14,-1.08,0.8,0.637,0.814,0.934,1.023
2017-07-13,0.59,1.11,0.797,0.806,1.03,1.035
2017-07-12,0.82,1.28,0.72,0.8,0.985,1.059
2017-07-11,-1.18,0.88,0.547,0.826,0.941,1.063
2017-07-10,-0.74,0.76,0.613,0.846,0.943,1.078
2017-07-07,-0.32,1.08,0.83,0.902,1.052,1.117
2017-07-06,-1.36,1.41,0.797,1.038,1.042,1.129
2017-07-05,0.47,0.98,0.673,0.888,1.047,1.151
2017-07-04,-0.94,1.04,0.933,0.86,1.084,1.167
2017-07-03,2.02,1.76,0.807,0.832,1.09,1.161
2017-06-30,0.16,0.66,0.5,0.85,1.048,1.123
2017-06-29,0.86,0.84,0.58,0.914,1.109,1.188
2017-06-28,-1.32,0.9,0.917,1.038,1.199,1.241
2017-06-27,2.22,1.85,0.943,1.128,1.231,1.311
2017-06-26,0.93,0.98,0.813,0.978,1.141,1.386
2017-06-23,-1.08,1.46,0.937,1.05,1.162,1.41
2017-06-22,-0.7,1.35,0.817,1.012,1.179,1.437
2017-06-21,-0.43,1.1,0.813,1.09,1.208,1.465
2017-06-20,-0.8,1.34,0.87,1.114,1.292,1.541
2017-06-19,0.69,1.27,1.003,1.036,1.456,1.578
2017-06-16,1.02,1.74,0.987,1.02,1.463,1.635
2017-06-15,0.38,1.22,0.723,0.998,1.476,1.694
2017-06-14,-1.18,0.95,0.713,1.082,1.53,1.759
2017-06-13,1.85,1.19,0.94,1.28,1.66,1.92
2017-06-12,-2.24,1.63,1.09,1.638,1.73,1.992
2017-06-09,-0.11,1.64,1.193,1.58,1.779,2.02
2017-06-08,-1.31,1.94,1.64,1.626,1.878,2.137
2017-06-07,4.04,2.98,1.44,1.59,1.904,2.195
2017-06-06,-0.11,1.34,1.07,1.444,1.942,2.231
2017-06-05,0.66,1.87,1.21,1.554,2.035,2.275
2017-06-02,1.85,1.76,1.337,1.604,2.053,2.327
2017-06-01,-0.72,2.25,1.38,1.778,2.216,2.368
2017-05-31,-1.85,1.89,1.337,1.768,2.273,2.444
2017-05-26,-0.6,2.12,1.583,2.062,2.436,2.499
2017-05-25,0.11,2.63,1.61,2.092,2.424,2.634
2017-05-24,2.33,2.2,1.853,1.976,2.426,2.757
2017-05-23,-6.34,3.36,1.877,2.214,2.443,3.057
2017-05-22,-3.27,2.27,1.44,2.106,2.446,3.352
2017-05-19,-0.55,2.05,1.813,2.356,2.49,3.52
2017-05-18,-2.49,3.39,2.07,2.346,2.7,3.602
2017-05-17,-0.48,2.82,2.113,2.198,2.808,3.762
2017-05-16,4.57,3.52,1.84,2.108,3.197,3.825
2017-05-15,-0.15,2.0,1.55,2.082,3.623,3.765
2017-05-12,1.28,2.65,1.673,2.224,3.902,3.797
2017-05-11,1.83,2.37,1.92,2.524,3.965,3.8
2017-05-10,-5.2,3.39,2.033,2.944,4.307,3.901
2017-05-09,0.0,2.71,2.287,3.608,4.344,3.931
2017-05-08,-9.18,4.15,2.873,4.622,4.335,4.016
2017-05-05,-2.46,4.47,3.727,4.75,4.168,4.051
2017-05-04,-2.23,6.71,4.83,4.512,3.991,4.277
2017-05-03,-0.09,7.78,4.19,4.328,3.708,3.987
2017-05-02,3.69,4.79,2.69,3.524,3.314,3.695
2017-04-28,-0.53,3.28,3.023,3.09,3.234,3.729
2017-04-27,-2.71,5.79,3.183,2.93,3.374,3.998
2017-04-26,7.1,3.76,2.127,2.312,3.58,4.017
2017-04-25,1.21,2.62,1.7,2.336,3.441,3.912
2017-04-24,-4.07,2.48,1.727,2.58,3.519,3.923
2017-04-21,0.36,2.7,2.193,2.882,3.8,3.803
2017-04-20,-2.92,3.88,2.573,3.278,4.262,3.685
2017-04-19,0.79,3.84,2.61,4.072,4.481,3.481
2017-04-18,-3.6,3.99,2.89,3.778,4.316,3.311
2017-04-17,-1.42,4.68,4.177,3.66,4.195,3.101
2017-04-14,2.83,7.85,3.407,3.782,3.795,2.858
2017-04-13,10.01,2.37,1.923,3.676,3.103,2.451
