date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,20.82,22.55,19.55,18.2,19.43,4,++
2017-10-16,20.68,22.55,19.43,18.2,19.46,4,++
2017-10-17,20.83,22.55,19.31,18.2,19.49,4,++
