date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,11.74,12.31,11.23,9.76,11.13,4,++
2017-10-16,11.37,12.31,11.2,10.84,11.16,4,++
2017-10-17,11.29,11.7,11.16,10.84,11.19,4,++
