date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,8.27,9.08,8.39,7.8,10.11,2,--
2017-10-16,8.11,9.08,8.36,7.8,10.15,2,--
2017-10-17,8.04,9.08,8.33,7.8,10.2,2,--
