date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,22.87,22.84,24.42,16.84,19.56,4,++
2017-10-16,23.12,21.68,24.53,16.84,19.62,4,++
2017-10-17,23.09,21.68,24.63,16.84,19.67,4,++
