date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,23.78,27.5,27.64,20.5,24.49,2,--
2017-10-16,23.89,27.38,27.66,22.75,24.59,2,--
2017-10-17,23.38,27.38,27.68,22.75,24.69,2,--
