date,price,point-pressure,linear-pressure,point-support,linear-support
2017-10-13,8.09,9.46,8.82,7.16,8.61,2,--
2017-10-16,7.82,9.46,8.8,7.16,8.64,2,--
2017-10-17,7.72,9.46,8.78,7.16,8.66,2,--
