date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-10-17,10.28,10.42,10.36,10.26,72319.0,0.08,0.78,10.386,10.427,10.563,82516.05,83804.44,117275.2,0.36
2017-10-16,10.45,10.46,10.28,10.28,96472.08,-0.17,-1.63,10.426,10.431,10.599,83856.58,84776.82,132765.24,0.48
2017-10-13,10.3,10.45,10.45,10.3,59964.4,0.1,0.97,10.472,10.431,10.622,87302.65,88643.84,134925.75,0.3
2017-10-12,10.49,10.53,10.35,10.29,102106.17,-0.14,-1.33,10.468,10.435,10.636,90227.69,99917.25,138137.0,0.51
2017-10-11,10.56,10.58,10.49,10.47,81718.61,-0.07,-0.66,10.482,10.47,10.655,85508.01,102187.83,141450.9,0.41
2017-10-10,10.52,10.57,10.56,10.47,79021.64,0.05,0.48,10.468,10.496,10.679,85092.82,110004.38,149230.33,0.4
2017-10-09,10.56,10.58,10.51,10.48,113702.43,0.08,0.77,10.436,10.519,10.689,85697.06,117486.24,154628.08,0.57
2017-09-29,10.44,10.48,10.43,10.38,74589.61,0.01,0.1,10.39,10.557,10.704,89985.03,118459.27,161261.52,0.37
2017-09-28,10.44,10.5,10.42,10.4,78507.76,0.0,0.0,10.402,10.598,10.73,109606.8,126189.37,172422.85,0.39
2017-09-27,10.42,10.43,10.42,10.32,79642.65,0.02,0.19,10.458,10.651,10.744,118867.65,139629.67,180258.12,0.4
2017-09-26,10.3,10.42,10.4,10.28,82042.84,0.12,1.17,10.524,10.699,10.75,134915.95,150745.97,183336.69,0.41
2017-09-25,10.47,10.5,10.28,10.27,135142.3,-0.21,-2.0,10.602,10.766,10.758,149275.43,180753.66,186985.09,0.68
2017-09-22,10.66,10.67,10.49,10.47,172698.47,-0.21,-1.96,10.724,10.812,10.765,146933.52,181207.65,187199.65,0.86
2017-09-21,10.7,10.86,10.7,10.68,124811.99,-0.05,-0.47,10.794,10.836,10.759,142771.93,176356.75,184879.14,0.63
2017-09-20,10.75,10.79,10.75,10.65,159884.16,-0.04,-0.37,10.844,10.84,10.741,160391.68,180713.96,187556.22,0.8
2017-09-19,10.86,10.96,10.79,10.68,153840.23,-0.1,-0.92,10.874,10.862,10.732,166575.99,188456.27,186485.76,0.77
2017-09-18,10.88,10.95,10.89,10.81,123432.73,0.05,0.46,10.93,10.859,10.728,212231.9,191769.92,185913.15,0.62
2017-09-15,10.91,10.94,10.84,10.74,151890.56,-0.11,-1.0,10.9,10.851,10.722,215481.79,204063.77,192372.86,0.76
2017-09-14,10.92,11.11,10.95,10.9,212910.73,0.05,0.46,10.878,10.862,10.705,209941.56,218656.33,190930.56,1.07
2017-09-13,11.0,11.03,10.9,10.83,190805.69,-0.17,-1.54,10.836,10.837,10.685,201036.25,220886.58,188110.77,0.96
2017-09-12,10.77,11.19,11.07,10.73,382119.78,0.33,3.07,10.85,10.801,10.654,210336.56,215927.42,182671.97,1.91
2017-09-11,10.72,10.79,10.74,10.68,139682.19,0.01,0.09,10.788,10.75,10.613,171307.94,193216.51,166863.96,0.7
2017-09-08,10.75,10.88,10.73,10.65,124189.4,-0.01,-0.09,10.802,10.717,10.59,192645.75,193191.65,165404.49,0.62
2017-09-07,10.92,10.96,10.74,10.73,168384.17,-0.23,-2.1,10.846,10.682,10.558,227371.1,193401.54,167400.37,0.84
2017-09-06,10.72,11.0,10.97,10.68,237307.25,0.21,1.95,10.838,10.641,10.537,240736.91,194398.47,167301.1,1.19
2017-09-05,10.78,10.87,10.76,10.63,186976.69,-0.05,-0.46,10.752,10.601,10.512,221518.28,184515.24,163406.74,0.94
2017-09-04,11.02,11.08,10.81,10.75,246371.22,-0.14,-1.28,10.712,10.596,10.496,215125.08,180056.38,160262.64,1.23
2017-09-01,10.72,10.96,10.95,10.68,297816.19,0.25,2.34,10.632,10.592,10.486,193737.55,180681.96,155764.7,1.49
2017-08-31,10.51,10.75,10.7,10.46,235213.19,0.16,1.52,10.518,10.547,10.462,159431.98,163204.79,151093.57,1.18
2017-08-30,10.55,10.55,10.54,10.43,141214.09,-0.02,-0.19,10.444,10.532,10.462,148060.04,155334.95,147961.57,0.71
2017-08-29,10.45,10.63,10.56,10.43,155010.72,0.15,1.44,10.45,10.507,10.471,147512.21,149416.53,156004.76,0.78
2017-08-28,10.38,10.53,10.41,10.35,139433.55,0.03,0.29,10.48,10.476,10.469,144987.67,140511.42,156978.06,0.7
2017-08-25,10.31,10.45,10.38,10.29,126288.34,0.05,0.48,10.552,10.462,10.477,167626.37,137617.33,163841.95,0.63
2017-08-24,10.54,10.58,10.33,10.28,178353.5,-0.24,-2.27,10.576,10.433,10.471,166977.6,141399.19,166122.09,0.89
2017-08-23,10.73,10.8,10.57,10.55,138474.95,-0.14,-1.31,10.62,10.432,10.473,162609.87,140203.72,172881.86,0.69
2017-08-22,10.75,10.84,10.71,10.63,142388.02,-0.06,-0.56,10.564,10.422,10.453,151320.85,142298.23,174949.09,0.71
2017-08-21,10.55,10.86,10.77,10.54,252627.05,0.27,2.57,10.472,10.395,10.43,136035.16,140468.91,175241.49,1.27
2017-08-18,10.5,10.65,10.5,10.45,123044.5,-0.05,-0.47,10.372,10.379,10.405,107608.29,130847.43,173969.5,0.62
2017-08-17,10.31,10.55,10.55,10.3,156514.81,0.26,2.53,10.29,10.377,10.392,115820.78,138982.35,188140.06,0.78
2017-08-16,10.26,10.36,10.29,10.22,82029.88,0.04,0.39,10.244,10.392,10.357,117797.58,140588.18,186895.62,0.41
2017-08-15,10.27,10.28,10.25,10.17,65959.56,-0.02,-0.2,10.28,10.434,10.334,133275.6,162592.99,191218.58,0.33
2017-08-14,10.14,10.3,10.27,10.1,110492.7,0.18,1.78,10.318,10.461,10.299,144902.66,173444.7,193196.13,0.55
2017-08-11,10.24,10.25,10.09,10.01,164106.95,-0.23,-2.23,10.386,10.491,10.26,154086.57,190066.58,195572.62,0.82
2017-08-10,10.4,10.47,10.32,10.27,166398.81,-0.15,-1.43,10.464,10.509,10.248,162143.92,190844.98,192998.08,0.83
2017-08-09,10.4,10.49,10.47,10.29,159420.0,0.03,0.29,10.54,10.514,10.222,163378.79,205559.99,190196.39,0.8
2017-08-08,10.61,10.62,10.44,10.41,124094.86,-0.17,-1.6,10.588,10.483,10.181,191910.37,207599.95,187054.6,0.62
2017-08-07,10.42,10.64,10.61,10.35,156412.25,0.13,1.24,10.604,10.464,10.144,201986.73,210014.06,186714.32,0.78
2017-08-04,10.72,10.77,10.48,10.45,204393.7,-0.22,-2.06,10.596,10.431,10.108,226046.58,217091.56,187558.44,1.02
2017-08-03,10.7,10.77,10.7,10.56,172573.12,-0.01,-0.09,10.554,10.407,10.07,219546.04,237297.76,181303.46,0.86
2017-08-02,10.51,10.83,10.71,10.48,302077.94,0.19,1.81,10.488,10.321,10.022,247741.2,233203.06,177100.86,1.51
2017-08-01,10.51,10.71,10.52,10.44,174476.62,-0.05,-0.47,10.378,10.234,9.975,223289.53,219844.18,167507.59,0.87
2017-07-31,10.27,10.63,10.57,10.27,276711.5,0.3,2.92,10.324,10.136,9.933,218041.39,212947.56,163547.48,1.39
2017-07-28,10.3,10.43,10.27,10.2,171891.02,-0.1,-0.96,10.266,10.029,9.891,208136.55,201078.66,160089.7,0.86
2017-07-27,10.33,10.54,10.37,10.33,313548.91,0.21,2.07,10.26,9.986,9.857,255049.49,195151.19,156065.02,1.57
2017-07-26,10.26,10.28,10.16,10.0,179819.62,-0.09,-0.88,10.154,9.929,9.813,218664.92,174832.79,143365.22,0.9
2017-07-25,10.23,10.28,10.25,10.12,148235.92,-0.03,-0.29,10.09,9.879,9.779,216398.83,166509.24,137456.77,0.74
2017-07-24,10.2,10.43,10.28,10.15,227187.27,0.04,0.39,9.948,9.824,9.741,207853.73,163414.58,135052.46,1.14
2017-07-21,9.8,10.47,10.24,9.79,406455.72,0.4,4.07,9.792,9.784,9.698,194020.77,158025.32,127583.89,2.04
2017-07-20,9.83,9.87,9.84,9.77,131626.08,0.0,0.0,9.712,9.733,9.653,135252.88,125309.15,111968.58,0.66
2017-07-19,9.52,9.87,9.84,9.49,168489.14,0.3,3.15,9.704,9.723,9.632,131000.65,120998.66,110552.97,0.84
2017-07-18,9.49,9.55,9.54,9.35,105510.43,0.04,0.42,9.668,9.716,9.617,116619.66,115171.0,107272.38,0.53
2017-07-17,9.81,9.87,9.5,9.49,158022.48,-0.34,-3.46,9.7,9.73,9.615,118975.44,114147.4,107120.67,0.79
2017-07-14,9.78,9.88,9.84,9.71,112616.29,0.04,0.41,9.776,9.753,9.614,122029.87,119100.74,102784.6,0.56
2017-07-13,9.67,9.84,9.8,9.62,110364.91,0.14,1.45,9.754,9.727,9.594,115365.42,116978.85,100105.78,0.55
2017-07-12,9.7,9.72,9.66,9.55,96584.19,-0.04,-0.41,9.742,9.696,9.576,110996.67,111897.66,99163.77,0.48
2017-07-11,9.84,9.89,9.7,9.69,117289.31,-0.18,-1.82,9.764,9.679,9.559,113722.35,108404.3,99038.18,0.59
2017-07-10,9.72,9.93,9.88,9.69,173294.66,0.15,1.54,9.76,9.657,9.544,109319.36,106690.35,97473.4,0.87
2017-07-07,9.72,9.75,9.73,9.69,79294.03,-0.01,-0.1,9.73,9.611,9.517,116171.62,97142.46,92631.25,0.4
2017-07-06,9.77,9.78,9.74,9.66,88521.17,-0.03,-0.31,9.7,9.573,9.506,118592.28,98628.01,95623.6,0.44
2017-07-05,9.68,9.78,9.77,9.64,110212.56,0.09,0.93,9.65,9.54,9.493,112798.65,100107.28,96046.7,0.55
2017-07-04,9.75,9.78,9.68,9.66,95274.37,-0.05,-0.51,9.594,9.517,9.48,103086.25,99373.76,95706.03,0.48
2017-07-03,9.59,9.8,9.73,9.56,207555.95,0.15,1.57,9.554,9.499,9.467,104061.33,100093.94,93778.0,1.04
2017-06-30,9.48,9.59,9.58,9.45,91397.36,0.09,0.95,9.492,9.474,9.449,78113.3,86468.45,87279.56,0.46
2017-06-29,9.5,9.54,9.49,9.45,59553.0,0.0,0.0,9.446,9.46,9.435,78663.73,83232.71,86328.97,0.3
2017-06-28,9.46,9.52,9.49,9.43,61650.55,0.01,0.1,9.43,9.455,9.417,87415.91,86429.88,86924.21,0.31
2017-06-27,9.43,9.55,9.48,9.41,100149.8,0.06,0.64,9.44,9.438,9.412,95661.27,89672.07,87172.13,0.5
2017-06-26,9.33,9.43,9.42,9.29,77815.81,0.07,0.75,9.444,9.431,9.409,96126.54,88256.46,88031.48,0.39
2017-06-23,9.39,9.42,9.35,9.19,94149.49,-0.06,-0.64,9.456,9.423,9.402,94823.59,88120.04,87769.11,0.47
2017-06-22,9.51,9.54,9.41,9.41,103313.89,-0.13,-1.36,9.474,9.438,9.391,87801.69,92619.2,86642.61,0.52
2017-06-21,9.54,9.56,9.54,9.45,102877.38,0.04,0.42,9.48,9.445,9.374,85443.85,91986.11,86074.54,0.52
2017-06-20,9.48,9.59,9.5,9.42,102476.14,0.02,0.21,9.436,9.442,9.362,83682.87,92038.3,84426.72,0.51
2017-06-19,9.49,9.51,9.48,9.43,71301.04,0.04,0.42,9.418,9.434,9.359,80386.38,87462.06,81689.21,0.36
2017-06-16,9.41,9.46,9.44,9.4,59040.0,0.0,0.0,9.39,9.423,9.356,81416.49,88090.68,81206.35,0.3
2017-06-15,9.29,9.49,9.44,9.28,91524.69,0.12,1.29,9.402,9.409,9.355,97436.71,89425.23,81782.82,0.46
2017-06-14,9.41,9.42,9.32,9.29,94072.47,-0.09,-0.96,9.41,9.379,9.352,98528.38,87418.54,80677.15,0.47
2017-06-13,9.32,9.44,9.41,9.29,85993.69,0.07,0.75,9.448,9.385,9.349,100393.72,84672.19,78034.61,0.43
2017-06-12,9.49,9.5,9.34,9.33,76451.62,-0.16,-1.68,9.45,9.386,9.342,94537.75,87806.5,77060.7,0.38
2017-06-09,9.49,9.53,9.5,9.41,139141.06,0.02,0.21,9.456,9.381,9.338,94764.87,87418.19,80027.59,0.7
2017-06-08,9.55,9.58,9.48,9.45,96983.05,-0.03,-0.32,9.416,9.344,9.333,81413.74,80666.02,77469.43,0.49
2017-06-07,9.44,9.53,9.51,9.38,103399.19,0.09,0.95,9.348,9.303,9.336,76308.7,80162.97,76922.4,0.52
2017-06-06,9.36,9.44,9.42,9.33,56713.83,0.05,0.53,9.322,9.282,9.336,68950.65,76815.14,77659.88,0.28
2017-06-05,9.32,9.42,9.37,9.3,77587.21,0.07,0.75,9.322,9.283,9.341,81075.26,75916.35,78596.2,0.39
2017-06-02,9.13,9.34,9.3,9.05,72385.44,0.16,1.75,9.306,9.289,9.357,80071.51,74322.01,78730.97,0.36
2017-06-01,9.35,9.38,9.14,9.12,71457.83,-0.24,-2.56,9.272,9.301,9.377,79918.31,74140.41,79580.29,0.36
2017-05-31,9.49,9.53,9.38,9.38,66608.94,-0.04,-0.42,9.258,9.325,9.402,84017.23,73935.76,83851.22,0.33
2017-05-26,9.32,9.57,9.42,9.29,117336.88,0.13,1.4,9.242,9.312,9.408,84679.63,71397.03,84033.14,0.59
2017-05-25,9.11,9.3,9.29,9.1,72568.45,0.16,1.75,9.244,9.297,9.414,70757.44,66314.9,83802.67,0.36
2017-05-24,9.07,9.14,9.13,8.92,71619.43,0.06,0.66,9.272,9.295,9.424,68572.52,72636.98,85154.6,0.36
2017-05-23,9.27,9.3,9.07,9.05,91952.47,-0.23,-2.47,9.33,9.322,9.444,68362.51,74272.84,87940.1,0.46
2017-05-22,9.43,9.5,9.3,9.29,69920.93,-0.13,-1.38,9.392,9.369,9.472,63854.28,73681.84,89914.41,0.35
2017-05-19,9.45,9.47,9.43,9.37,47725.94,0.0,0.0,9.382,9.389,9.507,58114.43,78504.63,94190.26,0.24
2017-05-18,9.36,9.5,9.43,9.34,61643.81,0.01,0.11,9.35,9.398,9.526,61872.35,81276.05,101073.21,0.31
2017-05-17,9.35,9.45,9.42,9.34,70569.39,0.04,0.43,9.318,9.425,9.559,76701.45,83139.93,103779.83,0.35
2017-05-16,9.22,9.38,9.38,9.1,69411.31,0.13,1.41,9.314,9.453,9.6,80183.17,85020.17,106571.68,0.35
2017-05-15,9.3,9.39,9.25,9.21,41221.71,-0.02,-0.22,9.346,9.479,9.659,83509.4,93766.68,111079.16,0.21
2017-05-12,9.25,9.31,9.27,9.2,66515.52,0.0,0.0,9.396,9.504,9.719,98894.82,96669.25,114965.25,0.33
2017-05-11,9.36,9.42,9.27,9.02,135789.33,-0.13,-1.38,9.446,9.531,9.775,100679.75,101290.45,116272.45,0.68
2017-05-10,9.54,9.62,9.4,9.38,87977.96,-0.14,-1.47,9.532,9.553,9.835,89578.41,97672.21,115304.21,0.44
2017-05-09,9.42,9.55,9.54,9.34,86042.46,0.04,0.42,9.592,9.565,9.894,89857.18,101607.36,118939.87,0.43
2017-05-08,9.52,9.84,9.5,9.47,118148.83,-0.02,-0.21,9.612,9.575,9.94,104023.97,106146.99,122765.59,0.59
2017-05-05,9.69,9.69,9.52,9.5,75440.15,-0.18,-1.86,9.612,9.624,9.977,94443.67,109875.89,123450.93,0.38
2017-05-04,9.72,9.76,9.7,9.6,80282.65,0.0,0.0,9.616,9.653,10.013,101901.15,120870.37,126333.29,0.4
2017-05-03,9.63,9.78,9.7,9.58,89371.8,0.06,0.62,9.574,9.692,10.035,105766.01,124419.73,130032.08,0.45
2017-05-02,9.63,9.85,9.64,9.58,156876.41,0.14,1.47,9.538,9.747,10.052,113357.55,128123.19,132470.86,0.79
2017-04-28,9.5,9.56,9.5,9.45,70247.36,-0.04,-0.42,9.538,9.839,10.074,108270.0,128391.64,136868.6,0.35
2017-04-27,9.45,9.58,9.54,9.26,112727.52,0.05,0.53,9.636,9.933,10.116,125308.1,133261.24,145349.62,0.56
2017-04-26,9.57,9.57,9.49,9.43,99606.94,-0.03,-0.32,9.69,10.019,10.159,139839.59,131254.45,167753.1,0.5
2017-04-25,9.66,9.75,9.52,9.45,127329.5,-0.12,-1.25,9.81,10.117,10.224,143073.45,132936.21,182657.35,0.64
2017-04-24,9.97,9.99,9.64,9.62,131438.7,-0.35,-3.5,9.956,10.223,10.287,142888.84,136272.38,190855.75,0.66
2017-04-21,9.8,10.15,9.99,9.75,155437.84,0.18,1.83,10.14,10.305,10.334,148513.28,139384.2,199844.94,0.78
2017-04-20,10.1,10.2,9.81,9.75,185384.98,-0.28,-2.77,10.23,10.33,10.363,141214.39,137025.98,210480.4,0.93
2017-04-19,10.2,10.25,10.09,10.04,115776.22,-0.16,-1.56,10.348,10.372,10.39,122669.3,131796.21,214455.15,0.58
2017-04-18,10.56,10.67,10.25,10.24,126406.46,-0.31,-2.94,10.424,10.378,10.41,122798.97,135644.44,223694.1,0.63
2017-04-17,10.36,10.65,10.56,10.35,159560.91,0.12,1.15,10.49,10.356,10.41,129655.93,136818.53,225176.87,0.8
2017-04-14,10.37,10.51,10.44,10.32,118943.38,0.04,0.39,10.47,10.308,10.401,130255.11,145345.56,232305.24,0.6
2017-04-13,10.44,10.54,10.4,10.38,92659.53,-0.07,-0.67,10.43,10.299,10.395,132837.57,157438.0,236242.24,0.46
2017-04-12,10.58,10.66,10.47,10.43,116424.55,-0.11,-1.04,10.396,10.298,10.387,140923.11,204251.75,238615.11,0.58
2017-04-11,10.41,10.66,10.58,10.38,160691.27,0.12,1.15,10.332,10.33,10.372,148489.91,232378.5,240956.34,0.8
2017-04-10,10.23,10.6,10.46,10.2,162556.81,0.22,2.15,10.222,10.35,10.354,143981.13,245439.11,246449.3,0.81
