date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0284,0.0526,0.043,0.0429,0.0509
2017-10-16,0.0581,0.0599,0.0451,0.0445,0.0514
2017-10-17,0.0477,0.0628,0.045,0.0453,0.0517
