date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0208,0.0163,0.0184,0.0183,0.0165
2017-10-16,0.0456,0.0227,0.0197,0.0202,0.017
2017-10-17,0.0184,0.0226,0.0189,0.0204,0.0171
