date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0252,0.0216,0.0224,0.0264,0.0295
2017-10-16,0.0394,0.0261,0.024,0.0274,0.0295
2017-10-17,0.0222,0.0268,0.0236,0.0276,0.0287
