date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0325,0.0276,0.0202,0.0181,0.0181
2017-10-16,0.0333,0.0301,0.0225,0.0188,0.0185
2017-10-17,0.0258,0.0291,0.0237,0.0192,0.0189
