date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0554,0.0478,0.0451,0.0367,0.038
2017-10-16,0.0,0.0355,0.0428,0.0339,0.0367
2017-10-17,0.0631,0.0427,0.0454,0.0357,0.0361
