date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0288,0.024,0.0328,0.0322,0.0349
2017-10-16,0.0222,0.0239,0.0311,0.0319,0.0348
2017-10-17,0.0191,0.0222,0.027,0.031,0.0348
