date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0217,0.0334,0.0315,0.0374,0.0474
2017-10-16,0.0252,0.0314,0.03,0.0369,0.047
2017-10-17,0.046,0.0316,0.0317,0.0363,0.0472
