date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0056,0.0074,0.0068,0.0101,0.0101
2017-10-16,0.0155,0.0091,0.0075,0.0107,0.0102
2017-10-17,0.0172,0.0116,0.0087,0.0112,0.0103
