date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0529,0.023,0.0224,0.0211,0.0224
2017-10-16,0.0335,0.025,0.0224,0.0221,0.0226
2017-10-17,0.0259,0.0275,0.0236,0.0227,0.0227
