date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0182,0.0135,0.0183,0.0156,0.0202
2017-10-16,0.0833,0.0285,0.0234,0.0191,0.0218
2017-10-17,0.0281,0.0314,0.0242,0.0192,0.0213
