date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0198,0.0184,0.0217,0.019,0.021
2017-10-16,0.0274,0.0215,0.0212,0.0198,0.0211
2017-10-17,0.0904,0.0346,0.0289,0.0237,0.0231
