date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0581,0.0283,0.0222,0.0249,0.029
2017-10-16,0.0386,0.0323,0.0237,0.0251,0.0276
2017-10-17,0.024,0.0342,0.0248,0.0243,0.0272
