date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0139,0.0212,0.0194,0.0181,0.0207
2017-10-16,0.0223,0.0224,0.0187,0.0183,0.0208
2017-10-17,0.0162,0.0204,0.0188,0.0182,0.0206
