date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0187,0.0322,0.0428,0.0408,0.0407
2017-10-16,0.0278,0.0293,0.0402,0.0412,0.0403
2017-10-17,0.0306,0.0279,0.0387,0.0413,0.0402
