date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0281,0.0391,0.0298,0.0289,0.0263
2017-10-16,0.0417,0.0435,0.0315,0.0295,0.0266
2017-10-17,0.026,0.032,0.0325,0.0296,0.0265
