date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.029,0.0349,0.0486,0.05,0.0438
2017-10-16,0.0273,0.0343,0.0417,0.0504,0.043
2017-10-17,0.039,0.034,0.0409,0.0499,0.0432
