date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0054,0.0061,0.008,0.009,0.0101
2017-10-16,0.0067,0.0061,0.0069,0.009,0.01
2017-10-17,0.0121,0.0075,0.0072,0.0091,0.01
