date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0225,0.037,0.0313,0.0269,0.0235
2017-10-16,0.0331,0.0359,0.0314,0.0275,0.0239
2017-10-17,0.02,0.037,0.03,0.0269,0.0238
