date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0114,0.0108,0.0168,0.0194,0.0221
2017-10-16,0.0151,0.0113,0.0159,0.0194,0.022
2017-10-17,0.0215,0.0126,0.0166,0.0194,0.0222
