date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0282,0.0321,0.0278,0.0257,0.0269
2017-10-16,0.0477,0.0364,0.0284,0.026,0.0271
2017-10-17,0.0316,0.0384,0.029,0.0262,0.0272
