date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0172,0.0131,0.0157,0.0159,0.0197
2017-10-16,0.0152,0.0136,0.0149,0.016,0.0195
2017-10-17,0.0131,0.0143,0.0146,0.0161,0.0196
