date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.011,0.0165,0.017,0.0168,0.0207
2017-10-16,0.0348,0.0204,0.0183,0.0178,0.0208
2017-10-17,0.0138,0.0196,0.0189,0.0175,0.0208
