date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0084,0.0113,0.0121,0.0122,0.0143
2017-10-16,0.0142,0.0126,0.0125,0.0119,0.0142
2017-10-17,0.011,0.0116,0.0119,0.0115,0.014
