date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0233,0.0301,0.0342,0.0266,0.0218
2017-10-16,0.0376,0.0335,0.028,0.0275,0.0223
2017-10-17,0.0244,0.0287,0.0265,0.0282,0.0226
