date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0339,0.0199,0.018,0.015,0.0171
2017-10-16,0.0357,0.0244,0.0189,0.0165,0.0175
2017-10-17,0.0175,0.0231,0.0191,0.0167,0.0175
