date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0157,0.0196,0.0232,0.0243,0.025
2017-10-16,0.026,0.0202,0.0209,0.0247,0.0245
2017-10-17,0.0105,0.0186,0.0198,0.0234,0.0242
