date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0489,0.0425,0.0505,0.051,0.0438
2017-10-16,0.0244,0.0416,0.048,0.0504,0.0436
2017-10-17,0.0213,0.0337,0.0429,0.0486,0.0435
