date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0107,0.0271,0.0438,0.0373,0.0332
2017-10-16,0.0206,0.0244,0.0364,0.037,0.0329
2017-10-17,0.0174,0.0221,0.027,0.0368,0.0323
