date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.02,0.0224,0.0241,0.0217,0.0215
2017-10-16,0.0361,0.0251,0.0246,0.023,0.022
2017-10-17,0.0483,0.0297,0.0269,0.0249,0.0219
