date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0098,0.0156,0.0154,0.0194,0.0219
2017-10-16,0.0183,0.0158,0.0147,0.0195,0.0219
2017-10-17,0.0153,0.0163,0.0148,0.0181,0.0214
