date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0108,0.0259,0.0301,0.0367,0.036
2017-10-16,0.0439,0.03,0.0307,0.0358,0.0365
2017-10-17,0.028,0.03,0.0304,0.0324,0.0361
