date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0133,0.0217,0.0168,0.0139,0.012
2017-10-16,0.0242,0.0225,0.0173,0.0146,0.0123
2017-10-17,0.0153,0.018,0.0177,0.0143,0.0123
