date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0193,0.0314,0.0268,0.0301,0.0269
2017-10-16,0.0351,0.0353,0.0269,0.0309,0.0273
2017-10-17,0.0109,0.0278,0.0257,0.0294,0.0272
