date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0342,0.0208,0.0214,0.0233,0.0316
2017-10-16,0.0334,0.0235,0.0222,0.023,0.0315
2017-10-17,0.0179,0.0238,0.0218,0.0225,0.0312
