date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0181,0.0271,0.0231,0.0188,0.0211
2017-10-16,0.0659,0.0359,0.0281,0.021,0.0219
2017-10-17,0.0313,0.0399,0.0296,0.0219,0.0222
