date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0854,0.0633,0.0432,0.035,0.0316
2017-10-16,0.0831,0.0701,0.049,0.0382,0.0322
2017-10-17,0.0713,0.0751,0.0542,0.0409,0.0333
