date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0191,0.0259,0.0242,0.0205,0.0215
2017-10-16,0.0263,0.0291,0.024,0.0209,0.0216
2017-10-17,0.0267,0.0303,0.0256,0.0209,0.022
