date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0206,0.0211,0.0185,0.0179,0.0222
2017-10-16,0.0239,0.024,0.0181,0.0179,0.0213
2017-10-17,0.034,0.0279,0.0196,0.0188,0.0215
