date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.101,0.0419,0.0362,0.0317,0.0327
2017-10-16,0.0379,0.0466,0.0359,0.0326,0.0322
2017-10-17,0.0206,0.0441,0.0351,0.0326,0.0319
