date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0321,0.0344,0.0259,0.0233,0.0289
2017-10-16,0.0349,0.0387,0.0258,0.0242,0.0294
2017-10-17,0.0193,0.04,0.0263,0.0237,0.0291
