date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0246,0.0535,0.045,0.0485,0.0581
2017-10-16,0.0528,0.0596,0.0462,0.0487,0.0578
2017-10-17,0.049,0.0583,0.0483,0.0467,0.056
