date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0263,0.044,0.0513,0.0593,0.0601
2017-10-16,0.063,0.0508,0.0469,0.0555,0.06
2017-10-17,0.0236,0.0451,0.045,0.0538,0.0587
