date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0399,0.0598,0.0595,0.0489,0.0421
2017-10-16,0.0602,0.0632,0.0553,0.0511,0.0428
2017-10-17,0.0785,0.0644,0.061,0.0535,0.0427
