date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0265,0.0367,0.0488,0.0449,0.0358
2017-10-16,0.0286,0.0375,0.0412,0.0457,0.036
2017-10-17,0.0294,0.0404,0.0402,0.0419,0.0354
