date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0121,0.0221,0.0235,0.0258,0.0284
2017-10-16,0.0397,0.0236,0.0258,0.0266,0.0287
2017-10-17,0.016,0.0223,0.025,0.0263,0.0274
