date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0063,0.0101,0.0096,0.01,0.0136
2017-10-16,0.011,0.0085,0.0093,0.0098,0.0136
2017-10-17,0.0094,0.0085,0.0096,0.0097,0.0132
