date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0361,0.0395,0.0353,0.0346,0.0323
2017-10-16,0.045,0.0414,0.0367,0.0347,0.0321
2017-10-17,0.0321,0.0372,0.0378,0.035,0.0322
