date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0109,0.0179,0.0207,0.0199,0.0242
2017-10-16,0.0375,0.0213,0.0228,0.0209,0.0238
2017-10-17,0.0173,0.0213,0.0216,0.021,0.0225
