date,amp,amp5,amp10,amp20,amp40
2017-10-13,0.0222,0.0389,0.0291,0.0216,0.0176
2017-10-16,0.0496,0.0392,0.0328,0.0232,0.0185
2017-10-17,0.0165,0.0328,0.0336,0.0232,0.0185
